clip_path,gesture_label,person_id,take_number,source,keypoint_path,frame_count,split
data/raw_clips\double_contact\double_contact_p09_38.mp4,double_contact,p09,38,volunteer,data/keypoints\double_contact\double_contact_p09_38.npy,74,val
data/raw_clips\double_contact\double_contact_p09_39.mp4,double_contact,p09,39,volunteer,data/keypoints\double_contact\double_contact_p09_39.npy,75,val
data/raw_clips\double_contact\double_contact_p09_4.mp4,double_contact,p09,4,volunteer,data/keypoints\double_contact\double_contact_p09_4.npy,66,val
data/raw_clips\double_contact\double_contact_p09_40.mp4,double_contact,p09,40,volunteer,data/keypoints\double_contact\double_contact_p09_40.npy,72,val
data/raw_clips\double_contact\double_contact_p09_41.mp4,double_contact,p09,41,volunteer,data/keypoints\double_contact\double_contact_p09_41.npy,74,val
data/raw_clips\double_contact\double_contact_p09_42.mp4,double_contact,p09,42,volunteer,data/keypoints\double_contact\double_contact_p09_42.npy,71,val
data/raw_clips\double_contact\double_contact_p09_43.mp4,double_contact,p09,43,volunteer,data/keypoints\double_contact\double_contact_p09_43.npy,72,val
data/raw_clips\double_contact\double_contact_p09_44.mp4,double_contact,p09,44,volunteer,data/keypoints\double_contact\double_contact_p09_44.npy,72,val
data/raw_clips\double_contact\double_contact_p09_45.mp4,double_contact,p09,45,volunteer,data/keypoints\double_contact\double_contact_p09_45.npy,65,val
data/raw_clips\double_contact\double_contact_p09_46.mp4,double_contact,p09,46,volunteer,data/keypoints\double_contact\double_contact_p09_46.npy,72,val
data/raw_clips\double_contact\double_contact_p09_47.mp4,double_contact,p09,47,volunteer,data/keypoints\double_contact\double_contact_p09_47.npy,57,val
data/raw_clips\double_contact\double_contact_p09_48.mp4,double_contact,p09,48,volunteer,data/keypoints\double_contact\double_contact_p09_48.npy,64,val
data/raw_clips\double_contact\double_contact_p09_49.mp4,double_contact,p09,49,volunteer,data/keypoints\double_contact\double_contact_p09_49.npy,60,val
data/raw_clips\double_contact\double_contact_p09_5.mp4,double_contact,p09,5,volunteer,data/keypoints\double_contact\double_contact_p09_5.npy,64,val
data/raw_clips\double_contact\double_contact_p09_50.mp4,double_contact,p09,50,volunteer,data/keypoints\double_contact\double_contact_p09_50.npy,60,val
data/raw_clips\double_contact\double_contact_p09_6.mp4,double_contact,p09,6,volunteer,data/keypoints\double_contact\double_contact_p09_6.npy,63,val
data/raw_clips\double_contact\double_contact_p09_7.mp4,double_contact,p09,7,volunteer,data/keypoints\double_contact\double_contact_p09_7.npy,63,val
data/raw_clips\double_contact\double_contact_p09_8.mp4,double_contact,p09,8,volunteer,data/keypoints\double_contact\double_contact_p09_8.npy,68,val
data/raw_clips\double_contact\double_contact_p09_9.mp4,double_contact,p09,9,volunteer,data/keypoints\double_contact\double_contact_p09_9.npy,65,val
data/raw_clips\double_contact\double_touch_p02_1.mov,double_contact,p02,1,volunteer,data/keypoints\double_contact\double_touch_p02_1.npy,57,train
data/raw_clips\double_contact\double_touch_p02_14.mov,double_contact,p02,14,volunteer,data/keypoints\double_contact\double_touch_p02_14.npy,77,train
data/raw_clips\double_contact\double_touch_p02_19.mov,double_contact,p02,19,volunteer,data/keypoints\double_contact\double_touch_p02_19.npy,76,train
data/raw_clips\double_contact\double_touch_p02_2.mov,double_contact,p02,2,volunteer,data/keypoints\double_contact\double_touch_p02_2.npy,69,train
data/raw_clips\double_contact\double_touch_p02_22.mov,double_contact,p02,22,volunteer,data/keypoints\double_contact\double_touch_p02_22.npy,69,train
data/raw_clips\double_contact\double_touch_p02_3.mov,double_contact,p02,3,volunteer,data/keypoints\double_contact\double_touch_p02_3.npy,68,train
data/raw_clips\double_contact\double_touch_p02_33.mov,double_contact,p02,33,volunteer,data/keypoints\double_contact\double_touch_p02_33.npy,61,train
data/raw_clips\double_contact\double_touch_p02_34.mov,double_contact,p02,34,volunteer,data/keypoints\double_contact\double_touch_p02_34.npy,62,train
data/raw_clips\double_contact\double_touch_p02_37.mov,double_contact,p02,37,volunteer,data/keypoints\double_contact\double_touch_p02_37.npy,61,train
data/raw_clips\double_contact\double_touch_p02_38.mov,double_contact,p02,38,volunteer,data/keypoints\double_contact\double_touch_p02_38.npy,3924,train
data/raw_clips\double_contact\double_touch_p02_39.mov,double_contact,p02,39,volunteer,data/keypoints\double_contact\double_touch_p02_39.npy,60,train
data/raw_clips\double_contact\double_touch_p02_6.mov,double_contact,p02,6,volunteer,data/keypoints\double_contact\double_touch_p02_6.npy,69,train
data/raw_clips\double_contact\double_touch_p02_66.mov,double_contact,p02,66,volunteer,data/keypoints\double_contact\double_touch_p02_66.npy,59,train
data/raw_clips\double_contact\double_touch_p02_8.mov,double_contact,p02,8,volunteer,data/keypoints\double_contact\double_touch_p02_8.npy,74,train
data/raw_clips\end_of_set\end_of_set_p02_1.mov,end_of_set,p02,1,volunteer,data/keypoints\end_of_set\end_of_set_p02_1.npy,50,train
data/raw_clips\end_of_set\end_of_set_p02_10.mov,end_of_set,p02,10,volunteer,data/keypoints\end_of_set\end_of_set_p02_10.npy,49,train
data/raw_clips\end_of_set\end_of_set_p02_103.mov,end_of_set,p02,103,volunteer,data/keypoints\end_of_set\end_of_set_p02_103.npy,152,train
data/raw_clips\end_of_set\end_of_set_p02_104.mov,end_of_set,p02,104,volunteer,data/keypoints\end_of_set\end_of_set_p02_104.npy,145,train
data/raw_clips\end_of_set\end_of_set_p02_105.mov,end_of_set,p02,105,volunteer,data/keypoints\end_of_set\end_of_set_p02_105.npy,146,train
data/raw_clips\end_of_set\end_of_set_p02_106.mov,end_of_set,p02,106,volunteer,data/keypoints\end_of_set\end_of_set_p02_106.npy,145,train
data/raw_clips\end_of_set\end_of_set_p02_107.mov,end_of_set,p02,107,volunteer,data/keypoints\end_of_set\end_of_set_p02_107.npy,147,train
data/raw_clips\end_of_set\end_of_set_p02_108.mov,end_of_set,p02,108,volunteer,data/keypoints\end_of_set\end_of_set_p02_108.npy,142,train
data/raw_clips\end_of_set\end_of_set_p02_109.mov,end_of_set,p02,109,volunteer,data/keypoints\end_of_set\end_of_set_p02_109.npy,146,train
data/raw_clips\end_of_set\end_of_set_p02_11.mov,end_of_set,p02,11,volunteer,data/keypoints\end_of_set\end_of_set_p02_11.npy,49,train
data/raw_clips\end_of_set\end_of_set_p02_110.mov,end_of_set,p02,110,volunteer,data/keypoints\end_of_set\end_of_set_p02_110.npy,158,train
data/raw_clips\end_of_set\end_of_set_p02_111.mov,end_of_set,p02,111,volunteer,data/keypoints\end_of_set\end_of_set_p02_111.npy,142,train
data/raw_clips\end_of_set\end_of_set_p02_112.mov,end_of_set,p02,112,volunteer,data/keypoints\end_of_set\end_of_set_p02_112.npy,161,train
data/raw_clips\end_of_set\end_of_set_p02_113.mov,end_of_set,p02,113,volunteer,data/keypoints\end_of_set\end_of_set_p02_113.npy,161,train
data/raw_clips\end_of_set\end_of_set_p02_114.mov,end_of_set,p02,114,volunteer,data/keypoints\end_of_set\end_of_set_p02_114.npy,146,train
data/raw_clips\end_of_set\end_of_set_p02_115.mov,end_of_set,p02,115,volunteer,data/keypoints\end_of_set\end_of_set_p02_115.npy,107,train
data/raw_clips\end_of_set\end_of_set_p02_116.mov,end_of_set,p02,116,volunteer,data/keypoints\end_of_set\end_of_set_p02_116.npy,134,train
data/raw_clips\end_of_set\end_of_set_p02_117.mov,end_of_set,p02,117,volunteer,data/keypoints\end_of_set\end_of_set_p02_117.npy,130,train
data/raw_clips\end_of_set\end_of_set_p02_118.mov,end_of_set,p02,118,volunteer,data/keypoints\end_of_set\end_of_set_p02_118.npy,149,train
data/raw_clips\end_of_set\end_of_set_p02_119.mov,end_of_set,p02,119,volunteer,data/keypoints\end_of_set\end_of_set_p02_119.npy,149,train
data/raw_clips\end_of_set\end_of_set_p02_12.mov,end_of_set,p02,12,volunteer,data/keypoints\end_of_set\end_of_set_p02_12.npy,55,train
data/raw_clips\end_of_set\end_of_set_p02_120.mov,end_of_set,p02,120,volunteer,data/keypoints\end_of_set\end_of_set_p02_120.npy,156,train
data/raw_clips\end_of_set\end_of_set_p02_121.mov,end_of_set,p02,121,volunteer,data/keypoints\end_of_set\end_of_set_p02_121.npy,158,train
data/raw_clips\end_of_set\end_of_set_p02_13.mov,end_of_set,p02,13,volunteer,data/keypoints\end_of_set\end_of_set_p02_13.npy,57,train
data/raw_clips\end_of_set\end_of_set_p02_14.mov,end_of_set,p02,14,volunteer,data/keypoints\end_of_set\end_of_set_p02_14.npy,54,train
data/raw_clips\end_of_set\end_of_set_p02_15.mov,end_of_set,p02,15,volunteer,data/keypoints\end_of_set\end_of_set_p02_15.npy,54,train
data/raw_clips\end_of_set\end_of_set_p02_16.mov,end_of_set,p02,16,volunteer,data/keypoints\end_of_set\end_of_set_p02_16.npy,57,train
data/raw_clips\end_of_set\end_of_set_p02_17.mov,end_of_set,p02,17,volunteer,data/keypoints\end_of_set\end_of_set_p02_17.npy,53,train
data/raw_clips\end_of_set\end_of_set_p02_18.mov,end_of_set,p02,18,volunteer,data/keypoints\end_of_set\end_of_set_p02_18.npy,58,train
data/raw_clips\end_of_set\end_of_set_p02_19.mov,end_of_set,p02,19,volunteer,data/keypoints\end_of_set\end_of_set_p02_19.npy,50,train
data/raw_clips\end_of_set\end_of_set_p02_2.mov,end_of_set,p02,2,volunteer,data/keypoints\end_of_set\end_of_set_p02_2.npy,52,train
data/raw_clips\end_of_set\end_of_set_p02_20.mov,end_of_set,p02,20,volunteer,data/keypoints\end_of_set\end_of_set_p02_20.npy,54,train
data/raw_clips\end_of_set\end_of_set_p02_21.mov,end_of_set,p02,21,volunteer,data/keypoints\end_of_set\end_of_set_p02_21.npy,54,train
data/raw_clips\end_of_set\end_of_set_p02_22.mov,end_of_set,p02,22,volunteer,data/keypoints\end_of_set\end_of_set_p02_22.npy,52,train
data/raw_clips\end_of_set\end_of_set_p02_23.mov,end_of_set,p02,23,volunteer,data/keypoints\end_of_set\end_of_set_p02_23.npy,52,train
data/raw_clips\end_of_set\end_of_set_p02_24.mov,end_of_set,p02,24,volunteer,data/keypoints\end_of_set\end_of_set_p02_24.npy,59,train
data/raw_clips\end_of_set\end_of_set_p02_25.mov,end_of_set,p02,25,volunteer,data/keypoints\end_of_set\end_of_set_p02_25.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_26.mov,end_of_set,p02,26,volunteer,data/keypoints\end_of_set\end_of_set_p02_26.npy,57,train
data/raw_clips\end_of_set\end_of_set_p02_27.mov,end_of_set,p02,27,volunteer,data/keypoints\end_of_set\end_of_set_p02_27.npy,54,train
data/raw_clips\end_of_set\end_of_set_p02_28.mov,end_of_set,p02,28,volunteer,data/keypoints\end_of_set\end_of_set_p02_28.npy,55,train
data/raw_clips\end_of_set\end_of_set_p02_29.mov,end_of_set,p02,29,volunteer,data/keypoints\end_of_set\end_of_set_p02_29.npy,55,train
data/raw_clips\end_of_set\end_of_set_p02_3.mov,end_of_set,p02,3,volunteer,data/keypoints\end_of_set\end_of_set_p02_3.npy,51,train
data/raw_clips\end_of_set\end_of_set_p02_30.mov,end_of_set,p02,30,volunteer,data/keypoints\end_of_set\end_of_set_p02_30.npy,52,train
data/raw_clips\end_of_set\end_of_set_p02_31.mov,end_of_set,p02,31,volunteer,data/keypoints\end_of_set\end_of_set_p02_31.npy,55,train
data/raw_clips\end_of_set\end_of_set_p02_32.mov,end_of_set,p02,32,volunteer,data/keypoints\end_of_set\end_of_set_p02_32.npy,53,train
data/raw_clips\end_of_set\end_of_set_p02_33.mov,end_of_set,p02,33,volunteer,data/keypoints\end_of_set\end_of_set_p02_33.npy,59,train
data/raw_clips\end_of_set\end_of_set_p02_34.mov,end_of_set,p02,34,volunteer,data/keypoints\end_of_set\end_of_set_p02_34.npy,61,train
data/raw_clips\end_of_set\end_of_set_p02_35.mov,end_of_set,p02,35,volunteer,data/keypoints\end_of_set\end_of_set_p02_35.npy,58,train
data/raw_clips\end_of_set\end_of_set_p02_36.mov,end_of_set,p02,36,volunteer,data/keypoints\end_of_set\end_of_set_p02_36.npy,55,train
data/raw_clips\end_of_set\end_of_set_p02_37.mov,end_of_set,p02,37,volunteer,data/keypoints\end_of_set\end_of_set_p02_37.npy,57,train
data/raw_clips\end_of_set\end_of_set_p02_38.mov,end_of_set,p02,38,volunteer,data/keypoints\end_of_set\end_of_set_p02_38.npy,56,train
data/raw_clips\end_of_set\end_of_set_p02_39.mov,end_of_set,p02,39,volunteer,data/keypoints\end_of_set\end_of_set_p02_39.npy,58,train
data/raw_clips\end_of_set\end_of_set_p02_4.mov,end_of_set,p02,4,volunteer,data/keypoints\end_of_set\end_of_set_p02_4.npy,49,train
data/raw_clips\end_of_set\end_of_set_p02_40.mov,end_of_set,p02,40,volunteer,data/keypoints\end_of_set\end_of_set_p02_40.npy,66,train
data/raw_clips\end_of_set\end_of_set_p02_42.mov,end_of_set,p02,42,volunteer,data/keypoints\end_of_set\end_of_set_p02_42.npy,59,train
data/raw_clips\end_of_set\end_of_set_p02_43.mov,end_of_set,p02,43,volunteer,data/keypoints\end_of_set\end_of_set_p02_43.npy,61,train
data/raw_clips\end_of_set\end_of_set_p02_45.mov,end_of_set,p02,45,volunteer,data/keypoints\end_of_set\end_of_set_p02_45.npy,68,train
data/raw_clips\end_of_set\end_of_set_p02_46.mov,end_of_set,p02,46,volunteer,data/keypoints\end_of_set\end_of_set_p02_46.npy,65,train
data/raw_clips\end_of_set\end_of_set_p02_47.mov,end_of_set,p02,47,volunteer,data/keypoints\end_of_set\end_of_set_p02_47.npy,63,train
data/raw_clips\end_of_set\end_of_set_p02_48.mov,end_of_set,p02,48,volunteer,data/keypoints\end_of_set\end_of_set_p02_48.npy,61,train
data/raw_clips\end_of_set\end_of_set_p02_49.mov,end_of_set,p02,49,volunteer,data/keypoints\end_of_set\end_of_set_p02_49.npy,64,train
data/raw_clips\end_of_set\end_of_set_p02_5.mov,end_of_set,p02,5,volunteer,data/keypoints\end_of_set\end_of_set_p02_5.npy,52,train
data/raw_clips\end_of_set\end_of_set_p02_50.mov,end_of_set,p02,50,volunteer,data/keypoints\end_of_set\end_of_set_p02_50.npy,61,train
data/raw_clips\end_of_set\end_of_set_p02_51.mov,end_of_set,p02,51,volunteer,data/keypoints\end_of_set\end_of_set_p02_51.npy,61,train
data/raw_clips\end_of_set\end_of_set_p02_52.mov,end_of_set,p02,52,volunteer,data/keypoints\end_of_set\end_of_set_p02_52.npy,69,train
data/raw_clips\end_of_set\end_of_set_p02_53.mov,end_of_set,p02,53,volunteer,data/keypoints\end_of_set\end_of_set_p02_53.npy,55,train
data/raw_clips\end_of_set\end_of_set_p02_54.mov,end_of_set,p02,54,volunteer,data/keypoints\end_of_set\end_of_set_p02_54.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_55.mov,end_of_set,p02,55,volunteer,data/keypoints\end_of_set\end_of_set_p02_55.npy,56,train
data/raw_clips\end_of_set\end_of_set_p02_56.mov,end_of_set,p02,56,volunteer,data/keypoints\end_of_set\end_of_set_p02_56.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_57.mov,end_of_set,p02,57,volunteer,data/keypoints\end_of_set\end_of_set_p02_57.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_58.mov,end_of_set,p02,58,volunteer,data/keypoints\end_of_set\end_of_set_p02_58.npy,58,train
data/raw_clips\end_of_set\end_of_set_p02_59.mov,end_of_set,p02,59,volunteer,data/keypoints\end_of_set\end_of_set_p02_59.npy,63,train
data/raw_clips\end_of_set\end_of_set_p02_6.mov,end_of_set,p02,6,volunteer,data/keypoints\end_of_set\end_of_set_p02_6.npy,53,train
data/raw_clips\end_of_set\end_of_set_p02_60.mov,end_of_set,p02,60,volunteer,data/keypoints\end_of_set\end_of_set_p02_60.npy,67,train
data/raw_clips\end_of_set\end_of_set_p02_61.mov,end_of_set,p02,61,volunteer,data/keypoints\end_of_set\end_of_set_p02_61.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_62.mov,end_of_set,p02,62,volunteer,data/keypoints\end_of_set\end_of_set_p02_62.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_63.mov,end_of_set,p02,63,volunteer,data/keypoints\end_of_set\end_of_set_p02_63.npy,2493,train
data/raw_clips\end_of_set\end_of_set_p02_64.mov,end_of_set,p02,64,volunteer,data/keypoints\end_of_set\end_of_set_p02_64.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_65.mov,end_of_set,p02,65,volunteer,data/keypoints\end_of_set\end_of_set_p02_65.npy,64,train
data/raw_clips\end_of_set\end_of_set_p02_66.mov,end_of_set,p02,66,volunteer,data/keypoints\end_of_set\end_of_set_p02_66.npy,65,train
data/raw_clips\end_of_set\end_of_set_p02_67.mov,end_of_set,p02,67,volunteer,data/keypoints\end_of_set\end_of_set_p02_67.npy,63,train
data/raw_clips\end_of_set\end_of_set_p02_68.mov,end_of_set,p02,68,volunteer,data/keypoints\end_of_set\end_of_set_p02_68.npy,61,train
data/raw_clips\end_of_set\end_of_set_p02_69.mov,end_of_set,p02,69,volunteer,data/keypoints\end_of_set\end_of_set_p02_69.npy,58,train
data/raw_clips\end_of_set\end_of_set_p02_7.mov,end_of_set,p02,7,volunteer,data/keypoints\end_of_set\end_of_set_p02_7.npy,53,train
data/raw_clips\end_of_set\end_of_set_p02_70.mov,end_of_set,p02,70,volunteer,data/keypoints\end_of_set\end_of_set_p02_70.npy,56,train
data/raw_clips\end_of_set\end_of_set_p02_71.mov,end_of_set,p02,71,volunteer,data/keypoints\end_of_set\end_of_set_p02_71.npy,61,train
data/raw_clips\end_of_set\end_of_set_p02_72.mov,end_of_set,p02,72,volunteer,data/keypoints\end_of_set\end_of_set_p02_72.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_73.mov,end_of_set,p02,73,volunteer,data/keypoints\end_of_set\end_of_set_p02_73.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_74.mov,end_of_set,p02,74,volunteer,data/keypoints\end_of_set\end_of_set_p02_74.npy,63,train
data/raw_clips\end_of_set\end_of_set_p02_75.mov,end_of_set,p02,75,volunteer,data/keypoints\end_of_set\end_of_set_p02_75.npy,65,train
data/raw_clips\end_of_set\end_of_set_p02_76.mov,end_of_set,p02,76,volunteer,data/keypoints\end_of_set\end_of_set_p02_76.npy,58,train
data/raw_clips\end_of_set\end_of_set_p02_77.mov,end_of_set,p02,77,volunteer,data/keypoints\end_of_set\end_of_set_p02_77.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_78.mov,end_of_set,p02,78,volunteer,data/keypoints\end_of_set\end_of_set_p02_78.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_79.mov,end_of_set,p02,79,volunteer,data/keypoints\end_of_set\end_of_set_p02_79.npy,61,train
data/raw_clips\end_of_set\end_of_set_p02_8.mov,end_of_set,p02,8,volunteer,data/keypoints\end_of_set\end_of_set_p02_8.npy,52,train
data/raw_clips\end_of_set\end_of_set_p02_80.mov,end_of_set,p02,80,volunteer,data/keypoints\end_of_set\end_of_set_p02_80.npy,64,train
data/raw_clips\end_of_set\end_of_set_p02_81.mov,end_of_set,p02,81,volunteer,data/keypoints\end_of_set\end_of_set_p02_81.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_82.mov,end_of_set,p02,82,volunteer,data/keypoints\end_of_set\end_of_set_p02_82.npy,59,train
data/raw_clips\end_of_set\end_of_set_p02_83.mov,end_of_set,p02,83,volunteer,data/keypoints\end_of_set\end_of_set_p02_83.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_84.mov,end_of_set,p02,84,volunteer,data/keypoints\end_of_set\end_of_set_p02_84.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_85.mov,end_of_set,p02,85,volunteer,data/keypoints\end_of_set\end_of_set_p02_85.npy,64,train
data/raw_clips\end_of_set\end_of_set_p02_86.mov,end_of_set,p02,86,volunteer,data/keypoints\end_of_set\end_of_set_p02_86.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_87.mov,end_of_set,p02,87,volunteer,data/keypoints\end_of_set\end_of_set_p02_87.npy,61,train
data/raw_clips\end_of_set\end_of_set_p02_88.mov,end_of_set,p02,88,volunteer,data/keypoints\end_of_set\end_of_set_p02_88.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_89.mov,end_of_set,p02,89,volunteer,data/keypoints\end_of_set\end_of_set_p02_89.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_9.mov,end_of_set,p02,9,volunteer,data/keypoints\end_of_set\end_of_set_p02_9.npy,51,train
data/raw_clips\end_of_set\end_of_set_p02_90.mov,end_of_set,p02,90,volunteer,data/keypoints\end_of_set\end_of_set_p02_90.npy,65,train
data/raw_clips\end_of_set\end_of_set_p02_91.mov,end_of_set,p02,91,volunteer,data/keypoints\end_of_set\end_of_set_p02_91.npy,65,train
data/raw_clips\end_of_set\end_of_set_p02_92.mov,end_of_set,p02,92,volunteer,data/keypoints\end_of_set\end_of_set_p02_92.npy,67,train
data/raw_clips\end_of_set\end_of_set_p02_93.mov,end_of_set,p02,93,volunteer,data/keypoints\end_of_set\end_of_set_p02_93.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_94.mov,end_of_set,p02,94,volunteer,data/keypoints\end_of_set\end_of_set_p02_94.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_95.mov,end_of_set,p02,95,volunteer,data/keypoints\end_of_set\end_of_set_p02_95.npy,65,train
data/raw_clips\end_of_set\end_of_set_p02_96.mov,end_of_set,p02,96,volunteer,data/keypoints\end_of_set\end_of_set_p02_96.npy,62,train
data/raw_clips\end_of_set\end_of_set_p02_97.mov,end_of_set,p02,97,volunteer,data/keypoints\end_of_set\end_of_set_p02_97.npy,60,train
data/raw_clips\end_of_set\end_of_set_p02_98.mov,end_of_set,p02,98,volunteer,data/keypoints\end_of_set\end_of_set_p02_98.npy,63,train
data/raw_clips\end_of_set\end_of_set_p02_99.mov,end_of_set,p02,99,volunteer,data/keypoints\end_of_set\end_of_set_p02_99.npy,66,train
data/raw_clips\end_of_set\end_of_set_p03_1.mp4,end_of_set,p03,1,volunteer,data/keypoints\end_of_set\end_of_set_p03_1.npy,126,val
data/raw_clips\end_of_set\end_of_set_p03_10.mp4,end_of_set,p03,10,volunteer,data/keypoints\end_of_set\end_of_set_p03_10.npy,108,val
data/raw_clips\end_of_set\end_of_set_p03_12.mp4,end_of_set,p03,12,volunteer,data/keypoints\end_of_set\end_of_set_p03_12.npy,101,val
data/raw_clips\end_of_set\end_of_set_p03_13.mp4,end_of_set,p03,13,volunteer,data/keypoints\end_of_set\end_of_set_p03_13.npy,115,val
data/raw_clips\end_of_set\end_of_set_p03_14.mp4,end_of_set,p03,14,volunteer,data/keypoints\end_of_set\end_of_set_p03_14.npy,114,val
data/raw_clips\end_of_set\end_of_set_p03_15.mp4,end_of_set,p03,15,volunteer,data/keypoints\end_of_set\end_of_set_p03_15.npy,110,val
data/raw_clips\end_of_set\end_of_set_p03_16.mp4,end_of_set,p03,16,volunteer,data/keypoints\end_of_set\end_of_set_p03_16.npy,98,val
data/raw_clips\end_of_set\end_of_set_p03_17.mp4,end_of_set,p03,17,volunteer,data/keypoints\end_of_set\end_of_set_p03_17.npy,135,val
data/raw_clips\end_of_set\end_of_set_p03_18.mp4,end_of_set,p03,18,volunteer,data/keypoints\end_of_set\end_of_set_p03_18.npy,106,val
data/raw_clips\end_of_set\end_of_set_p03_19.mp4,end_of_set,p03,19,volunteer,data/keypoints\end_of_set\end_of_set_p03_19.npy,111,val
data/raw_clips\end_of_set\end_of_set_p03_2.mp4,end_of_set,p03,2,volunteer,data/keypoints\end_of_set\end_of_set_p03_2.npy,121,val
data/raw_clips\end_of_set\end_of_set_p03_20.mp4,end_of_set,p03,20,volunteer,data/keypoints\end_of_set\end_of_set_p03_20.npy,115,val
data/raw_clips\end_of_set\end_of_set_p03_21.mp4,end_of_set,p03,21,volunteer,data/keypoints\end_of_set\end_of_set_p03_21.npy,108,val
data/raw_clips\end_of_set\end_of_set_p03_22.mp4,end_of_set,p03,22,volunteer,data/keypoints\end_of_set\end_of_set_p03_22.npy,102,val
data/raw_clips\end_of_set\end_of_set_p03_23.mp4,end_of_set,p03,23,volunteer,data/keypoints\end_of_set\end_of_set_p03_23.npy,120,val
data/raw_clips\end_of_set\end_of_set_p03_24.mp4,end_of_set,p03,24,volunteer,data/keypoints\end_of_set\end_of_set_p03_24.npy,108,val
data/raw_clips\end_of_set\end_of_set_p03_25.mp4,end_of_set,p03,25,volunteer,data/keypoints\end_of_set\end_of_set_p03_25.npy,120,val
data/raw_clips\end_of_set\end_of_set_p03_26.mp4,end_of_set,p03,26,volunteer,data/keypoints\end_of_set\end_of_set_p03_26.npy,96,val
data/raw_clips\end_of_set\end_of_set_p03_27.mp4,end_of_set,p03,27,volunteer,data/keypoints\end_of_set\end_of_set_p03_27.npy,115,val
data/raw_clips\end_of_set\end_of_set_p03_28.mp4,end_of_set,p03,28,volunteer,data/keypoints\end_of_set\end_of_set_p03_28.npy,99,val
data/raw_clips\end_of_set\end_of_set_p03_29.mp4,end_of_set,p03,29,volunteer,data/keypoints\end_of_set\end_of_set_p03_29.npy,142,val
data/raw_clips\end_of_set\end_of_set_p03_3.mp4,end_of_set,p03,3,volunteer,data/keypoints\end_of_set\end_of_set_p03_3.npy,117,val
data/raw_clips\end_of_set\end_of_set_p03_30.mp4,end_of_set,p03,30,volunteer,data/keypoints\end_of_set\end_of_set_p03_30.npy,114,val
data/raw_clips\end_of_set\end_of_set_p03_31.mp4,end_of_set,p03,31,volunteer,data/keypoints\end_of_set\end_of_set_p03_31.npy,114,val
data/raw_clips\end_of_set\end_of_set_p03_32.mp4,end_of_set,p03,32,volunteer,data/keypoints\end_of_set\end_of_set_p03_32.npy,100,val
data/raw_clips\end_of_set\end_of_set_p03_33.mp4,end_of_set,p03,33,volunteer,data/keypoints\end_of_set\end_of_set_p03_33.npy,126,val
data/raw_clips\end_of_set\end_of_set_p03_34.mp4,end_of_set,p03,34,volunteer,data/keypoints\end_of_set\end_of_set_p03_34.npy,105,val
data/raw_clips\end_of_set\end_of_set_p03_39.mp4,end_of_set,p03,39,volunteer,data/keypoints\end_of_set\end_of_set_p03_39.npy,108,val
data/raw_clips\end_of_set\end_of_set_p03_4.mp4,end_of_set,p03,4,volunteer,data/keypoints\end_of_set\end_of_set_p03_4.npy,126,val
data/raw_clips\end_of_set\end_of_set_p03_40.mp4,end_of_set,p03,40,volunteer,data/keypoints\end_of_set\end_of_set_p03_40.npy,100,val
data/raw_clips\end_of_set\end_of_set_p03_41.mp4,end_of_set,p03,41,volunteer,data/keypoints\end_of_set\end_of_set_p03_41.npy,111,val
data/raw_clips\end_of_set\end_of_set_p03_42.mp4,end_of_set,p03,42,volunteer,data/keypoints\end_of_set\end_of_set_p03_42.npy,119,val
data/raw_clips\end_of_set\end_of_set_p03_43.mp4,end_of_set,p03,43,volunteer,data/keypoints\end_of_set\end_of_set_p03_43.npy,103,val
data/raw_clips\end_of_set\end_of_set_p03_45.mp4,end_of_set,p03,45,volunteer,data/keypoints\end_of_set\end_of_set_p03_45.npy,102,val
data/raw_clips\end_of_set\end_of_set_p03_47.mp4,end_of_set,p03,47,volunteer,data/keypoints\end_of_set\end_of_set_p03_47.npy,101,val
data/raw_clips\end_of_set\end_of_set_p03_48.mp4,end_of_set,p03,48,volunteer,data/keypoints\end_of_set\end_of_set_p03_48.npy,86,val
data/raw_clips\end_of_set\end_of_set_p03_49.mp4,end_of_set,p03,49,volunteer,data/keypoints\end_of_set\end_of_set_p03_49.npy,95,val
data/raw_clips\end_of_set\end_of_set_p03_5.mp4,end_of_set,p03,5,volunteer,data/keypoints\end_of_set\end_of_set_p03_5.npy,115,val
